"GameId";"Name";"Event Type";"Instrument";"Value"
7;PL1;RECEIVED_MONEY;-;0
7;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
7;PL2;RECEIVED_MONEY;-;0
7;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
7;PL3;RECEIVED_MONEY;-;0
7;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;5
7;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;2
7;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;3
7;PL1;RECEIVED_MONEY;-;3000
7;PL2;RECEIVED_MONEY;-;3000
7;PL3;RECEIVED_MONEY;-;3000
7;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;9
7;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;9
7;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;4
7;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
7;PL1;RECEIVED_MONEY;-;0
7;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
7;PL2;RECEIVED_MONEY;-;0
7;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
7;PL3;RECEIVED_MONEY;-;0
8;PL1;SPENT_TOKEN;GUITAR;-
8;PL1;SPENT_TOKEN;GUITAR;-
8;PL2;SPENT_TOKEN;GUITAR;-
8;PL2;SPENT_TOKEN;GUITAR;-
8;PL3;SPENT_TOKEN;GUITAR;-
8;PL3;SPENT_TOKEN;GUITAR;-
8;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;5
8;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;8
8;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;4
8;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL1;RECEIVED_MONEY;-;0
8;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL2;RECEIVED_MONEY;-;0
8;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL3;RECEIVED_MONEY;-;0
8;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;10
8;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;5
8;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;7
8;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL1;RECEIVED_MONEY;-;0
8;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL2;RECEIVED_MONEY;-;0
8;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL3;RECEIVED_MONEY;-;0
8;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;6
8;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;4
8;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;9
8;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL1;RECEIVED_MONEY;-;0
8;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL2;RECEIVED_MONEY;-;0
8;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
8;PL3;RECEIVED_MONEY;-;0
9;PL1;SPENT_TOKEN;GUITAR;-
9;PL1;SPENT_TOKEN;GUITAR;-
9;PL2;SPENT_TOKEN;GUITAR;-
9;PL2;SPENT_TOKEN;GUITAR;-
9;PL3;SPENT_TOKEN;GUITAR;-
9;PL3;SPENT_TOKEN;GUITAR;-
9;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;9
9;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;9
9;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;7
9;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL1;RECEIVED_MONEY;-;0
9;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL2;RECEIVED_MONEY;-;0
9;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL3;RECEIVED_MONEY;-;0
9;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;9
9;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;8
9;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;3
9;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL1;RECEIVED_MONEY;-;0
9;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL2;RECEIVED_MONEY;-;0
9;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL3;RECEIVED_MONEY;-;0
9;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;7
9;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;8
9;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;9
9;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL1;RECEIVED_MONEY;-;0
9;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL2;RECEIVED_MONEY;-;0
9;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
9;PL3;RECEIVED_MONEY;-;0
10;PL1;SPENT_TOKEN;GUITAR;-
10;PL1;SPENT_TOKEN;GUITAR;-
10;PL2;SPENT_TOKEN;GUITAR;-
10;PL2;SPENT_TOKEN;GUITAR;-
10;PL3;SPENT_TOKEN;GUITAR;-
10;PL3;SPENT_TOKEN;GUITAR;-
10;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;6
10;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;5
10;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;3
10;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL1;RECEIVED_MONEY;-;0
10;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL2;RECEIVED_MONEY;-;0
10;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL3;RECEIVED_MONEY;-;0
10;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;8
10;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;4
10;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;10
10;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL1;RECEIVED_MONEY;-;0
10;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL2;RECEIVED_MONEY;-;0
10;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL3;RECEIVED_MONEY;-;0
10;PL1;INSTRUMENT_VALUE_CHANGED;GUITAR;2
10;PL2;INSTRUMENT_VALUE_CHANGED;GUITAR;6
10;PL3;INSTRUMENT_VALUE_CHANGED;GUITAR;6
10;PL1;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL1;RECEIVED_MONEY;-;0
10;PL2;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL2;RECEIVED_MONEY;-;0
10;PL3;INSTRUMENT_VALUE_CHANGED;MARKTING;0
10;PL3;RECEIVED_MONEY;-;0
